5.0,0.429
5.0,0.785
11.0,1.525
15.0,0.204
5.0,0.566
48.5,0.404
135.5,1.256
10.0,0.866
10.0,0.943
5.0,0.921
2.5,0.712
84.5,1.430
5.0,0.029
5.5,0.002
19.0,0.772
5.0,0.374
5.5,1.535
47.0,0.255
25.5,0.096
6.5,0.375
17.5,0.034
117.0,0.564
5.0,0.138
5.5,0.075
29.0,0.038
64.0,0.283
11.5,0.094
146.5,0.113
6.5,0.992
9.5,0.881
38.5,1.154
74.0,0.178
157.0,1.722
48.5,1.416
114.5,1.758
311.0,1.015
4.5,0.000
5.0,0.000
5.0,0.000
5.0,0.000
140.0,0.002
2.0,0.000
104.0,0.137
5.0,0.000
5.0,0.000
5.5,0.000
5.0,0.181
34.5,0.027
8.5,2.278
277.5,2.948
8.0,1.765
12.0,1.555
66.0,1.505
135.0,1.384
5.0,1.411
10.0,0.317
10.5,0.249
3.0,0.437
129.5,1.054
21.5,0.299
35.5,0.687
9.5,0.819
13.0,0.000
82.5,0.264
61.5,0.458
12.0,0.000
5.5,0.000
7.0,0.800
6.5,0.000
6.5,0.000
6.0,0.000
10.5,0.000
29.0,0.000
14.0,0.000
8.5,0.000
9.0,0.000
6.5,0.720
7.5,0.000
6.0,0.000
8.0,0.000
4.5,0.085
11.5,0.000
28.5,0.000
170.0,0.040
12.0,0.081
11.0,0.055
7.5,0.000
10.5,0.000
8.5,0.000
11.5,0.000
8.5,0.043
13.0,0.000
6.5,0.000
6.0,0.809
3.0,0.452
36.5,0.146
5.0,0.000
5.0,0.000
5.0,0.291
5.0,0.227
5.0,0.347
5.0,0.745
5.0,0.945
5.0,0.580
5.0,0.000
5.0,0.000
8.0,0.381
6.0,0.000
6.0,0.000
5.0,0.000
63.5,0.193
280.0,0.508
14.0,0.502
8.5,0.000
5.0,0.000
44.0,1.415
4.5,0.695
5.5,1.715
4.5,0.633
11.5,0.365
92.0,1.871
20.0,1.515
5.0,0.527
5.5,0.243
16.5,0.284
19.0,0.938
123.5,0.860
5.5,0.000
5.0,0.000
9.5,0.673
91.0,1.342
10.0,0.011
4.5,0.319
30.0,0.255
65.0,1.210
27.0,0.609
86.5,0.198
9.5,1.944
159.0,1.712
18.5,1.118
31.5,1.933
69.5,1.829
21.0,2.592
65.5,0.406
5.0,1.637
28.5,1.287
14.0,0.279
5.0,0.350
5.0,0.376
356.0,1.587
5.0,0.123
5.0,0.104
5.0,0.067
25.5,0.005
134.5,0.023
43.0,0.016
5.0,0.002
185.5,0.971
169.5,0.162
5.0,0.135
98.5,0.174
133.0,0.034
131.0,0.077
192.0,0.123
10.5,0.162
18.5,0.319
9.5,0.283
3.5,1.540
2.0,0.985
183.5,0.877
44.0,0.014
5.5,0.721
18.5,0.985
5.5,0.857
5.0,0.000
15.0,0.829
20.5,2.469
52.0,0.329
5.0,0.788
20.5,0.443
27.5,0.382
5.5,0.668
6.5,1.236
38.0,1.123
5.0,0.345
37.5,0.439
5.0,0.098
4.5,0.131
39.0,0.537
5.5,0.430
11.0,0.731
10.5,0.213
4.5,0.232
189.5,1.205
83.0,0.164
26.5,0.299
18.0,0.331
17.0,0.420
9.5,0.689
37.5,0.905
46.5,0.563
11.5,0.556
76.0,0.276
3.0,0.424
1.5,0.650
161.5,0.779
5.0,0.592
21.5,0.995
42.5,0.422
35.5,1.418
14.0,0.468
4.5,0.883
3.5,1.222
158.0,0.505
9.0,1.255
15.5,1.417
22.0,1.169
8.0,0.863
7.5,0.217
5.0,0.000
30.5,0.140
8.0,0.121
6.0,0.000
53.0,1.324
33.0,1.871
8.5,1.568
128.5,2.197
231.0,0.024
8.5,0.000
2.5,0.027
85.0,0.347
25.5,1.607
50.0,1.626
74.0,1.581
53.0,1.043
29.0,0.909
31.5,0.874
190.5,1.140
15.0,1.001
61.0,1.030
5.0,1.004
78.5,1.010
10.0,0.766
6.5,0.212
7.0,0.200
6.5,0.247
6.5,0.403
6.0,0.544
5.5,0.087
12.5,0.891
18.5,0.170
9.0,0.382
5.0,0.874
11.0,0.752
5.5,0.728
4.5,0.000
5.0,0.579
5.5,0.485
5.5,0.685
5.0,1.119
2.0,0.523
245.5,1.957
6.5,0.397
6.5,0.000
4.5,0.000
7.0,0.000
5.0,0.235
12.0,0.411
18.5,0.244
49.5,0.306
5.5,0.802
10.5,0.699
9.0,0.142
12.0,0.828
23.0,0.201
226.0,0.289
102.5,0.250
119.0,0.443
42.0,1.004
11.0,0.711
50.5,1.115
17.5,0.994
10.0,1.324
37.5,1.331
14.0,2.011
309.5,0.740
190.0,1.292
5.0,1.529
13.5,0.000
10.0,0.000
11.5,0.000
14.0,0.000
310.5,0.015
18.5,0.397
9.5,0.278
11.5,0.000
9.0,0.176
19.0,0.000
7.5,0.000
20.0,0.000
12.0,0.000
24.5,1.466
5.0,0.000
9.0,0.125
17.0,0.169
22.5,0.742
12.0,1.573
108.5,0.972
6.0,0.434
6.0,0.926
44.5,0.286
140.5,1.124
25.0,0.002
5.0,0.113
10.0,0.348
5.0,0.090
38.5,0.248
5.0,0.008
5.5,0.007
34.0,0.326
324.0,2.279
12.0,0.000
26.5,0.773
13.5,1.231
7.0,0.000
7.0,0.342
18.0,0.905
9.0,0.082
10.5,0.349
108.0,0.498
18.5,0.990
9.5,0.902
9.0,0.551
6.5,0.050
6.5,0.990
18.5,0.334
7.0,0.747
169.5,0.680
32.0,0.857
8.5,0.611
54.5,0.781
15.0,0.975
58.5,0.918
6.5,0.711
26.5,0.864
91.5,1.163
5.0,1.178
217.0,2.367
25.0,1.259
51.5,2.812
24.5,1.394
50.0,1.717
10.5,0.814
5.0,0.129
5.0,0.000
30.5,0.683
36.0,0.537
5.0,0.043
9.0,0.063
5.0,0.038
3.0,0.506
1.5,1.829
355.0,2.980
26.0,2.482
11.5,2.025
6.0,0.202
24.0,2.122
11.0,1.205
114.0,2.125
162.5,1.215
49.5,0.323
124.5,0.095
29.0,0.000
14.0,0.070
8.0,1.089
11.5,0.304
7.5,0.200
9.0,0.324
5.0,0.795
16.5,0.695
7.5,0.000
8.5,0.388
4.5,0.022
11.5,0.267
18.5,0.076
9.0,0.213
7.0,0.000
21.5,0.000
10.0,0.000
80.5,0.223
11.0,0.000
18.5,0.000
65.5,0.066
11.0,0.301
25.5,0.199
6.5,0.000
131.0,1.210
67.0,0.223
146.5,0.180
32.5,0.269
44.5,0.015
12.5,0.000
6.0,0.000
211.5,0.007
17.0,0.002
179.0,0.006
30.0,0.002
5.0,0.988
10.0,1.479
698.5,1.732
59.5,0.177
2.0,0.000
60.5,0.525
15.0,0.222
4.0,0.416
20.0,0.008
139.0,0.717
270.0,0.361
37.5,0.204
23.0,0.069
41.5,0.139
8.5,0.405
231.0,1.027
133.5,0.112
49.0,1.439
27.0,0.879
156.5,1.473
11.0,0.000
10.0,0.256
25.5,0.149
5.0,0.019
12.0,0.119
40.0,1.013
5.0,0.678
15.5,0.911
27.5,0.997
54.0,1.330
5.5,1.586
19.5,1.829
20.0,0.926
11.5,0.817
43.0,0.913
4.5,0.835
5.0,0.574
123.0,1.902
10.0,0.432
6.5,0.996
6.0,1.000
62.5,0.475
35.5,0.933
69.0,0.517
139.5,1.009
5.0,0.302
6.5,0.071
81.5,0.314
24.0,0.162
53.5,0.433
14.5,0.864
65.5,0.483
16.0,0.771
4.0,0.453
15.0,0.782
19.0,0.000
20.0,0.288
5.0,0.000
5.0,0.172
26.5,0.220
121.5,1.271
10.0,0.487
5.0,0.042
5.0,0.037
5.0,0.073
5.0,0.035
5.0,0.001
10.0,0.185
5.0,0.596
7.0,0.032
12.0,0.055
121.0,0.028
20.5,0.046
12.0,0.036
10.5,0.369
14.5,0.242
60.0,0.529
123.0,0.432
54.5,0.821
57.5,0.364
26.0,0.534
8.5,0.414
61.5,0.932
70.0,0.670
103.0,1.099
5.5,0.077
3.0,0.000
42.5,0.774
5.0,0.005
5.0,0.029
6.5,0.010
110.0,0.816
24.0,0.731
18.5,1.938
175.5,0.708
5.0,0.640
45.5,0.606
42.5,0.021
294.5,1.326
29.5,0.802
20.0,0.670
15.5,0.740
70.0,1.473
9.0,0.210
10.5,0.155
2.0,0.595
39.0,0.389
15.5,0.141
20.0,0.299
21.0,0.320
6.0,0.355
6.0,0.417
4.0,0.281
2.0,0.371
46.0,0.005
6.0,0.053
6.5,0.342
7.0,0.000
70.0,0.012
30.0,0.071
11.5,0.192
125.0,0.030
4.5,0.000
5.0,0.000
5.0,0.000
10.0,0.000
298.5,0.074
193.0,1.581
12.0,0.923
102.5,1.106
31.5,1.156
34.0,1.304
10.5,1.316
10.5,1.087
9.5,1.155
2.0,0.459
5.0,0.313
15.5,0.594
6.5,0.000
56.0,0.292
40.0,0.268
88.5,0.088
153.0,0.883
11.5,0.000
163.0,1.331
5.0,0.935
6.0,1.306
17.5,2.296
14.5,0.047
11.5,0.376
29.0,0.259
17.0,0.304
44.5,0.224
25.5,1.042
67.0,1.870
40.5,2.194
108.5,1.402
84.5,2.267
76.5,1.848
84.5,2.948
13.5,2.523
121.0,0.927
5.5,0.000
5.0,0.000
5.0,0.000
9.5,0.000
211.0,0.011
11.5,0.000
9.5,0.000
5.0,0.000
5.0,0.000
5.0,0.014
5.0,0.004
12.5,0.183
25.5,1.222
26.5,1.766
21.5,0.251
220.0,1.992
5.0,1.241
5.0,1.363
5.5,1.332
10.0,1.150
4.5,1.248
10.0,1.631
10.0,1.200
5.0,1.497
4.5,0.722
6.0,0.504
7.0,0.449
62.0,0.241
64.0,0.317
39.5,0.454
311.0,0.190
47.0,0.773
18.5,0.853
7.0,0.776
15.5,0.966
8.0,0.344
12.5,0.538
5.5,0.499
4.5,0.000
5.0,0.087
5.0,0.000
5.0,0.089
5.0,0.013
25.0,0.116
5.0,0.027
5.0,0.001
3.5,0.070
2.0,0.000
14.0,0.000
23.0,0.000
137.5,0.008
12.0,0.000
10.0,0.140
14.5,0.715
5.0,1.364
3.5,1.017
5.0,0.929
10.5,1.032
43.0,1.579
4.5,1.891
1.5,0.523
50.5,1.533
10.0,1.911
5.0,1.787
83.0,1.792
15.5,1.040
7.5,1.546
122.0,1.680
151.5,1.821
4.5,1.775
5.0,1.238
90.0,1.628
5.0,2.175
65.0,2.108
15.0,2.739
5.0,2.058
20.0,2.346
4.5,2.361
140.5,0.659
4.5,0.292
46.0,1.184
43.5,0.255
6.0,0.413
37.5,1.197
19.0,0.765
28.5,0.000
88.5,1.224
8.5,0.607
2.0,0.000
111.5,1.184
137.5,1.206
15.5,0.535
5.0,1.185
114.5,1.180
41.0,0.029
15.0,0.768
162.0,1.386
14.5,0.184
10.0,0.924
90.0,1.566
17.5,1.637
23.5,1.562
10.0,1.175
14.0,1.229
11.0,2.120
7.0,1.211
33.5,1.478
29.0,0.875
35.5,0.626
26.0,0.834
5.0,1.791
43.5,1.937
28.0,1.800
131.0,1.580
35.0,2.953
19.0,3.252
209.5,2.361
60.5,1.329
41.0,1.015
6.0,0.584
29.0,0.504
95.0,1.129
57.5,0.033
121.0,1.250
37.0,0.435
18.0,0.224
5.5,0.422
7.0,0.770
3.5,1.070
83.0,0.518
7.0,1.395
113.5,1.110
22.5,0.579
13.0,0.203
29.0,0.000
7.5,0.000
9.5,0.027
7.0,0.716
6.0,0.000
8.0,0.642
16.5,0.304
30.5,0.456
29.5,0.495
6.5,0.246
88.0,0.512
13.0,0.658
8.0,0.255
4.5,0.000
285.0,0.926
11.0,1.277
9.0,0.430
30.0,1.050
14.5,1.384
49.0,0.002
6.0,0.000
7.0,0.007
7.0,0.002
6.5,0.002
4.0,0.000
4.5,0.000
5.0,0.000
55.5,0.129
4.5,0.000
5.5,0.906
5.0,0.000
5.0,0.244
5.0,0.000
5.0,0.000
3.5,0.000
2.0,0.000
121.0,0.874
4.5,0.000
5.0,0.000
5.0,0.524
5.0,0.000
116.0,0.091
5.0,0.477
5.0,0.291
5.0,0.731
5.0,0.664
10.0,1.372
9.0,0.000
3.0,0.000
1.5,0.000
300.0,2.108
13.0,1.088
7.0,0.233
5.5,0.491
5.0,0.814
4.5,0.000
3.5,0.356
2.0,0.000
65.5,0.027
9.0,0.823
4.5,0.004
4.0,0.000
4.5,0.354
27.0,0.788
163.0,1.406
45.0,0.188
20.0,1.477
62.5,0.900
